iter	Logloss
422	0.002465384454
423	0.002465343103
424	0.002465329319
425	0.002465118468
426	0.002446482331
427	0.002446438372
428	0.002446437813
429	0.002440680563
430	0.002440662123
431	0.002440671064
432	0.002440154552
433	0.002440096065
434	0.002439628169
435	0.00243959818
436	0.00243959818
437	0.00243959818
438	0.002439607866
439	0.0024395613
440	0.002439462207
441	0.002439411171
442	0.002439365163
443	0.002439350262
444	0.002439177409
445	0.002439177409
446	0.002439157665
447	0.002439038083
448	0.002439013124
449	0.002434881777
450	0.002434788831
451	0.002434805781
452	0.002434807271
453	0.002434351295
454	0.002434279397
455	0.002434279025
456	0.002434246987
457	0.002434066683
458	0.002434096299
459	0.00242631454
460	0.002414715849
461	0.002414064854
462	0.002413941361
463	0.002413912117
464	0.002413887531
465	0.002413897589
466	0.002413579077
467	0.002413275465
468	0.002413261309
469	0.002393727563
470	0.002393436804
471	0.002393371239
472	0.002386135608
473	0.002386135235
474	0.002385788783
475	0.002385788783
476	0.00238571018
477	0.002372018062
478	0.002371673286
479	0.002368161455
480	0.002360181324
481	0.002360149845
482	0.002347987518
483	0.002347644977
484	0.002347613126
485	0.002347585
486	0.002347571775
487	0.002347571775
488	0.002347433195
489	0.002347339317
490	0.002347320877
491	0.002347260341
492	0.002347260341
493	0.002347253263
494	0.002347250655
495	0.002346706018
496	0.002346717566
497	0.002346617542
498	0.002346586064
499	0.002339434624
